gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
Sdhaf4_ENSMUSG00000026154	273	316	339	144	174	102	357	254	440	191	227	123
Gm26524_ENSMUSG00000102495	5	1	1	0	0	0	1	0	0	0	0	0
Fam135a_ENSMUSG00000026153	6861	8348	8197	4676	4986	4593	7803	6361	9356	6831	11100	6174
Gm37580_ENSMUSG00000102398	9	10	6	1	3	3	14	6	9	1	2	4
Gm26607_ENSMUSG00000097670	0	0	0	0	0	0	0	0	0	0	0	0
Col9a1_ENSMUSG00000026147	1	0	1	0	0	0	2	1	6	2	1	0
Col19a1_ENSMUSG00000026141	22	16	13	10	14	7	7	15	13	8	13	4
Gm26418_ENSMUSG00000077463	0	0	0	0	0	0	0	0	0	0	0	0
Tubb4b-ps2_ENSMUSG00000099997	130	140	140	111	168	92	119	120	144	146	193	116
Gm28439_ENSMUSG00000100131	1436	3524	3389	956	1677	957	4317	3765	5004	1375	2299	1043
Gm10222_ENSMUSG00000067736	654	1046	1007	203	434	187	1388	1120	1552	327	499	246
Gm28438_ENSMUSG00000101939	136	461	474	55	145	73	568	478	653	106	150	89
Gm28437_ENSMUSG00000101111	2993	4890	5056	3634	3766	3259	5414	4929	6375	5302	8901	3585
Gm10925_ENSMUSG00000100862	2860	8177	7342	5978	6704	4998	9736	8109	11414	8414	14670	6237
Gm28661_ENSMUSG00000102070	4430	6751	6893	4588	5072	4197	7749	7514	9474	6553	11484	4684
Gm29216_ENSMUSG00000101249	3802	4019	3725	4417	4405	3903	4530	4297	5347	5689	10540	4202
Lmbrd1_ENSMUSG00000073725	2841	3118	3079	2636	2526	2349	2777	2339	3493	3124	5316	2698
Gm28594_ENSMUSG00000100808	0	0	0	0	0	0	0	0	0	0	0	0
Gm28237_ENSMUSG00000100483	0	0	0	0	0	0	0	0	0	0	0	0
Gm9443_ENSMUSG00000100450	0	2	0	1	1	0	0	0	1	1	0	0
Gm29414_ENSMUSG00000099392	1	0	0	0	0	1	0	0	0	0	0	0
Adgrb3_ENSMUSG00000033569	370	419	444	239	258	231	532	400	579	358	581	303
Gm15702_ENSMUSG00000080849	0	0	0	0	0	0	0	0	0	0	0	0
Gm20172_ENSMUSG00000104257	0	0	0	0	0	0	0	0	0	0	0	0
Gm22260_ENSMUSG00000096866	0	1	0	0	0	0	0	0	0	0	0	0
Gm37543_ENSMUSG00000102296	0	0	0	0	0	0	0	0	0	0	0	0
Gm37331_ENSMUSG00000103209	0	0	0	0	0	0	0	0	0	1	0	1
Gm37211_ENSMUSG00000104027	0	0	0	3	0	0	0	0	0	0	0	0
Gm37862_ENSMUSG00000102407	0	0	0	0	2	0	0	0	0	0	0	0
Gm38286_ENSMUSG00000103214	0	0	0	1	1	0	0	0	0	0	0	0
Gm37880_ENSMUSG00000104100	0	2	0	0	0	0	0	0	0	0	0	1
Gm25294_ENSMUSG00000084740	0	0	0	0	0	0	0	0	0	0	0	0
Gm37011_ENSMUSG00000103889	1	2	0	0	0	0	0	0	0	0	0	0
Gm29214_ENSMUSG00000101301	0	0	0	0	0	0	0	0	0	0	2	0
Gm37051_ENSMUSG00000104221	0	0	0	0	0	0	0	0	0	1	0	0
Gm38260_ENSMUSG00000102250	0	0	0	0	0	0	0	0	0	0	0	0
Gm37628_ENSMUSG00000102317	0	0	0	0	4	0	0	0	0	0	0	0
8030445P17Rik_ENSMUSG00000103563	0	0	2	0	0	0	0	0	0	0	1	0
Gm38198_ENSMUSG00000102465	0	0	1	1	3	2	2	1	2	0	0	2
Gm37077_ENSMUSG00000102659	0	1	0	0	0	0	0	3	0	0	2	0
Gm37895_ENSMUSG00000103924	0	0	0	1	0	0	0	0	0	0	4	1
Gm36952_ENSMUSG00000104132	0	0	0	0	4	3	0	0	0	1	0	0
Gm37602_ENSMUSG00000102747	0	2	0	0	2	1	0	2	0	0	1	3
2900022M07Rik_ENSMUSG00000102386	0	0	2	0	3	4	3	1	0	4	1	3
2900002M20Rik_ENSMUSG00000103004	0	0	0	0	0	0	0	0	0	0	0	0
Gm9884_ENSMUSG00000104516	11	18	19	9	0	5	22	23	21	6	13	5
Gm18443_ENSMUSG00000101618	0	0	0	0	0	0	0	0	0	0	0	0
Gm19123_ENSMUSG00000099458	0	0	0	0	0	0	0	0	0	0	0	0
Gm24064_ENSMUSG00000088111	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik_ENSMUSG00000073722	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s209_ENSMUSG00000095256	0	0	0	0	0	0	0	0	0	0	0	0
Gm19641_ENSMUSG00000100310	0	0	0	0	0	0	0	0	0	0	0	0
Gm5524_ENSMUSG00000101514	0	0	0	0	0	0	0	0	0	0	0	0
Gm18776_ENSMUSG00000101033	0	0	0	0	0	0	0	0	0	0	0	0
Gm19028_ENSMUSG00000101372	40	16	24	15	20	25	28	21	31	17	14	15
Gm38089_ENSMUSG00000103241	0	0	0	0	0	0	0	0	0	0	0	0
Gm7846_ENSMUSG00000086240	23	25	47	20	39	28	42	43	40	34	60	25
Gm597_ENSMUSG00000048411	0	0	0	0	0	0	0	0	0	0	0	0
Gm5697_ENSMUSG00000081557	3	1	7	1	1	1	1	2	5	1	1	1
Gm6462_ENSMUSG00000058590	0	0	0	0	0	0	0	0	0	0	0	0
Gm18033_ENSMUSG00000101235	0	0	0	0	0	0	0	0	0	0	0	0
Gm25586_ENSMUSG00000064433	0	0	0	0	0	0	0	0	0	0	0	0
Gm22679_ENSMUSG00000080625	0	0	0	0	0	0	0	0	0	0	0	0
Gm23785_ENSMUSG00000080391	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342_ENSMUSG00000099257	0	0	0	0	0	0	0	0	0	0	0	0
Gm5525_ENSMUSG00000099492	640	660	645	645	926	683	633	580	827	837	1318	653
Gm7858_ENSMUSG00000101726	0	0	0	0	0	0	0	0	0	0	0	0
Gm23771_ENSMUSG00000096829	0	0	0	0	0	0	0	0	0	0	0	0
Gm27430_ENSMUSG00000098883	0	0	0	0	0	0	0	0	0	0	0	0
Gm9898_ENSMUSG00000053185	0	0	0	0	0	0	0	0	0	0	0	0
Gm6473_ENSMUSG00000100261	7	13	24	9	9	5	3	6	12	10	20	13
Gm2914_ENSMUSG00000101180	0	0	0	0	0	2	0	1	0	0	0	0
Phf3_ENSMUSG00000048874	4625	4891	4430	3037	4084	3155	4761	3919	5609	4242	6591	3697
Gm37522_ENSMUSG00000103783	0	1	0	0	0	1	0	0	0	0	0	1
Gm37906_ENSMUSG00000104315	0	0	4	1	3	0	3	1	1	1	7	0
Ptp4a1_ENSMUSG00000026064	25	34	22	231	202	296	15	21	34	324	891	358
Ptp4a1_ENSMUSG00000117310	24	28	25	101	103	121	20	18	36	141	287	167
AC153137.1_ENSMUSG00000117091	0	0	0	0	0	0	0	0	0	1	4	0
Gm9458_ENSMUSG00000086726	0	0	0	0	1	0	0	0	0	0	2	2
4931428L18Rik_ENSMUSG00000086727	0	0	0	4	1	1	0	0	0	1	7	5
Gm28644_ENSMUSG00000100237	0	0	0	0	1	0	0	0	0	0	0	0
Gm27362_ENSMUSG00000098529	0	0	0	0	0	0	0	0	0	0	0	0
Gm29128_ENSMUSG00000100910	3	1	3	0	1	0	0	0	2	0	0	0
Gm7893_ENSMUSG00000099796	0	0	0	0	0	0	0	0	0	0	2	0
Lgsn_ENSMUSG00000050217	0	1	1	1	0	0	2	0	1	0	4	1
Pih1d3_ENSMUSG00000026063	0	0	0	0	0	0	0	0	0	0	0	0
Gm26145_ENSMUSG00000077664	0	0	0	0	0	0	0	0	0	0	0	0
Gm4850_ENSMUSG00000100205	0	0	0	0	0	0	0	0	0	0	0	0
Gm28645_ENSMUSG00000100592	0	0	0	0	0	0	0	0	0	0	0	0
Gm6489_ENSMUSG00000094215	0	0	0	0	0	0	0	0	0	0	0	0
Gm10307_ENSMUSG00000101093	0	0	0	0	0	0	0	0	0	0	0	0
Gm19680_ENSMUSG00000070960	9	8	9	12	19	18	8	15	20	6	14	11
Gm23032_ENSMUSG00000088620	0	0	0	0	0	0	0	0	0	0	0	0
Gm7910_ENSMUSG00000082159	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs2_ENSMUSG00000026058	19	26	19	23	24	26	28	30	35	37	75	34
Gm25814_ENSMUSG00000064688	0	0	0	0	0	0	0	0	0	0	0	0
Gm37999_ENSMUSG00000103482	0	0	0	0	0	1	0	1	0	1	1	0
Gm37110_ENSMUSG00000104498	0	0	0	0	1	0	2	1	1	0	3	0
Gm37911_ENSMUSG00000104313	0	0	0	0	0	0	0	0	0	0	0	0
Gm9839_ENSMUSG00000102865	0	0	0	0	0	0	0	0	0	0	0	0
Gm37792_ENSMUSG00000102321	0	0	0	0	0	0	0	0	1	0	2	0
Gm5415_ENSMUSG00000091318	0	2	0	0	0	0	0	0	0	0	0	0
Gm24732_ENSMUSG00000089489	0	0	0	0	0	0	0	0	0	0	2	0
Gm37426_ENSMUSG00000104433	0	0	0	0	0	0	0	0	0	0	0	0
Gm23024_ENSMUSG00000089395	0	0	0	0	0	0	0	0	0	0	0	0
Gm37151_ENSMUSG00000102926	0	0	0	0	0	0	0	0	0	0	0	0
Gm28624_ENSMUSG00000100497	0	0	0	0	0	0	0	0	0	0	0	0
Gm37724_ENSMUSG00000102917	0	0	0	0	0	0	0	0	0	0	0	0
Gm7114_ENSMUSG00000100481	71	62	73	59	69	54	67	59	121	71	125	81
Gm4785_ENSMUSG00000100590	0	0	0	0	0	0	0	0	1	0	0	0
Gm24901_ENSMUSG00000088750	0	0	0	0	0	0	0	0	0	0	0	0
Gm37591_ENSMUSG00000104230	0	0	0	0	0	0	0	0	0	0	0	0
Gm2987_ENSMUSG00000101754	0	0	0	0	0	0	0	0	0	0	0	0
Gm25792_ENSMUSG00000065223	0	0	0	0	0	0	0	0	0	0	0	0
Gm18799_ENSMUSG00000100318	0	0	0	0	0	0	0	0	0	0	0	0
Gm7933_ENSMUSG00000101612	2	3	2	2	0	4	3	0	1	3	2	1
Gm23453_ENSMUSG00000065260	0	0	0	0	0	0	0	0	0	0	0	0
Prim2_ENSMUSG00000026134	328	375	373	111	300	148	371	295	542	196	275	175
Gm29228_ENSMUSG00000101682	9	8	7	8	14	5	2	6	8	17	11	6
Gm37618_ENSMUSG00000102714	0	0	0	0	0	0	0	0	0	0	0	0
Gm17813_ENSMUSG00000102093	0	0	0	0	0	0	0	0	0	0	0	0
1700001G17Rik_ENSMUSG00000103746	21	29	23	6	3	5	33	38	40	3	3	6
Gm38173_ENSMUSG00000102198	0	0	0	0	0	0	0	0	0	0	0	0
Rab23_ENSMUSG00000004768	873	911	880	450	586	466	802	698	1115	638	992	556
Bag2_ENSMUSG00000042215	641	726	707	308	524	333	773	792	1005	481	510	349
Gm37905_ENSMUSG00000103072	1	0	2	2	2	1	2	3	1	3	0	2
Zfp451_ENSMUSG00000042197	1589	1848	1722	1143	1565	1089	1890	1712	2373	1676	2380	1312
Gm15455_ENSMUSG00000081402	120	124	74	64	52	46	90	86	124	56	116	69
Bend6_ENSMUSG00000042182	25	37	39	77	101	54	40	30	52	129	102	64
Gm37067_ENSMUSG00000104416	0	0	0	0	0	0	0	0	2	2	0	0
Dst_ENSMUSG00000026131	26520	28046	23853	13229	24215	12381	29273	23911	32297	19400	25049	13967
Gm37354_ENSMUSG00000103596	0	0	0	0	0	0	1	0	0	0	1	1
Gm28631_ENSMUSG00000099382	0	0	0	0	0	0	0	0	0	0	0	0
Gm23792_ENSMUSG00000084506	0	0	0	0	0	0	0	0	0	0	0	0
Gm38157_ENSMUSG00000103364	6	8	13	8	16	15	4	21	11	13	17	6
Mir6896_ENSMUSG00000105982	0	0	0	0	0	0	0	0	0	0	0	0
Gm26788_ENSMUSG00000096992	228	199	105	10	21	31	192	165	133	15	12	16
A930005N03Rik_ENSMUSG00000103001	18	9	3	5	3	2	8	7	15	3	3	1
Gm37958_ENSMUSG00000104397	0	0	0	0	0	0	0	0	0	0	0	0
Gm37385_ENSMUSG00000102839	0	0	0	0	0	0	0	0	0	0	0	0
Gm5266_ENSMUSG00000101206	0	0	0	0	0	0	0	0	0	0	0	0
Gm3052_ENSMUSG00000101462	2	2	1	0	2	2	3	5	7	0	2	0
Gm37233_ENSMUSG00000102336	22	18	13	10	46	20	22	19	43	25	15	10
Mir5103_ENSMUSG00000092852	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115_ENSMUSG00000042111	1510	1439	1366	914	972	820	1459	1420	1919	1313	1919	897
Gm28306_ENSMUSG00000101711	6	0	0	0	1	1	1	0	0	0	0	2
Imp4_ENSMUSG00000026127	1832	1918	1822	1682	1797	1548	1828	1641	2414	2336	3541	1771
Ptpn18_ENSMUSG00000026126	216	183	190	146	353	212	208	214	328	229	243	189
Gm28417_ENSMUSG00000100280	7	6	5	8	9	3	1	6	6	1	4	6
4930568A12Rik_ENSMUSG00000101223	21	28	44	13	14	15	28	26	33	26	45	15
Prss39_ENSMUSG00000026125	0	0	0	1	0	0	0	0	0	0	0	0
Gm28416_ENSMUSG00000101116	0	0	0	0	0	0	0	0	0	0	0	0
Cfc1_ENSMUSG00000026124	0	0	0	0	0	0	0	0	0	0	2	0
Gm28419_ENSMUSG00000101803	0	0	0	0	0	0	0	0	0	0	0	0
Prss40_ENSMUSG00000037529	0	0	0	0	0	0	0	0	0	0	0	0
1700101I19Rik_ENSMUSG00000045815	0	0	0	0	0	0	0	0	0	0	0	0
Amer3_ENSMUSG00000045174	164	230	182	100	61	81	207	208	296	97	213	101
Gm28418_ENSMUSG00000100524	0	0	0	0	0	0	0	0	0	0	0	0
Gm36984_ENSMUSG00000102499	0	0	0	0	0	0	0	0	0	0	0	0
Gm29730_ENSMUSG00000103521	0	0	0	0	0	0	0	0	0	0	0	0
AA619741_ENSMUSG00000104098	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4_ENSMUSG00000037509	75	67	97	31	120	55	84	67	112	58	68	53
Gm37224_ENSMUSG00000102537	0	0	0	0	0	0	0	0	0	0	0	0
Gm37845_ENSMUSG00000102612	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4_ENSMUSG00000118272	0	0	0	0	0	0	0	0	0	0	0	0
Gm38336_ENSMUSG00000104002	10	10	9	1	4	5	12	9	13	5	7	8
Fam168b_ENSMUSG00000037503	3962	4001	3650	2744	4539	2724	3897	3612	5360	3942	5354	3355
Gm37127_ENSMUSG00000104358	2	0	1	2	0	0	1	0	1	1	0	2
Plekhb2_ENSMUSG00000026123	4308	4623	4624	2957	3234	2620	4774	4074	5512	4417	6920	3457
Gm19430_ENSMUSG00000103716	0	0	0	0	0	0	0	0	0	0	0	0
Gm37670_ENSMUSG00000103548	40	39	44	39	46	30	38	24	41	65	74	53
Gm8009_ENSMUSG00000103760	0	1	0	1	1	3	1	2	3	2	2	0
Gm38027_ENSMUSG00000103997	0	0	0	0	0	0	0	0	0	0	0	0
Gm25096_ENSMUSG00000077231	0	0	0	0	0	0	0	0	0	0	0	0
Gm37068_ENSMUSG00000104417	0	0	0	0	0	0	0	0	0	0	0	0
Gm25634_ENSMUSG00000064601	0	0	0	0	0	0	0	0	0	0	0	0
Gm28415_ENSMUSG00000101714	0	0	0	0	0	0	0	0	0	0	0	0
1110002O04Rik_ENSMUSG00000102531	1	1	0	0	2	0	0	1	4	0	0	0
Gm8022_ENSMUSG00000103096	0	0	0	0	0	0	0	0	0	0	0	0
Gm37146_ENSMUSG00000102279	0	0	0	0	0	0	0	0	0	0	0	0
Gm33222_ENSMUSG00000103708	0	0	0	0	0	1	0	0	0	0	0	0
4930535G08Rik_ENSMUSG00000104201	0	0	0	0	0	0	0	0	0	0	0	0
Gm38049_ENSMUSG00000102434	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st1_ENSMUSG00000045216	9498	8171	7283	4364	6232	5115	7269	6614	9758	6981	9015	5709
Gm37335_ENSMUSG00000104523	38	34	14	14	16	13	24	27	17	22	15	16
Gm33280_ENSMUSG00000102202	6	3	3	1	0	0	6	2	0	0	0	2
Uggt1_ENSMUSG00000037470	16275	17180	16945	8782	12200	8660	15881	12912	19429	13268	18266	10381
Mir6897_ENSMUSG00000098752	0	0	0	0	0	0	0	0	1	0	0	0
Neurl3_ENSMUSG00000047180	481	461	389	7351	14698	8180	460	420	735	11414	14571	10188
Arid5a_ENSMUSG00000037447	2537	2160	1913	4407	3801	4453	1015	1481	1867	5027	7564	4116
4930403P22Rik_ENSMUSG00000102762	0	2	0	0	13	3	0	0	0	2	0	3
Kansl3_ENSMUSG00000010453	3501	3811	3282	2663	3503	2584	3469	3111	4607	3839	5455	3176
Mir6898_ENSMUSG00000098680	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l5_ENSMUSG00000037432	5	1	0	7	4	6	2	0	1	3	29	6
Lman2l_ENSMUSG00000001143	1177	1148	1067	864	991	766	1062	907	1313	1017	1996	963
Cnnm4_ENSMUSG00000037408	1218	1171	1112	1214	1717	1306	925	912	1377	1770	2372	1408
Gm37909_ENSMUSG00000104316	1	0	0	1	1	0	0	1	1	1	1	2
Gm47280_ENSMUSG00000106081	0	0	0	0	0	0	0	0	0	0	0	0
Cnnm3_ENSMUSG00000001138	1330	1301	1266	469	705	491	1443	1244	1760	602	861	554
Gm38033_ENSMUSG00000102845	0	0	1	0	1	0	0	0	0	0	0	0
Ankrd23_ENSMUSG00000067653	46	53	47	7	12	15	36	45	61	26	36	17
Gm42417_ENSMUSG00000109510	0	0	2	0	0	0	0	0	0	0	0	0
Ankrd39_ENSMUSG00000079610	378	386	348	147	189	180	365	347	493	249	385	233
Sema4c_ENSMUSG00000026121	1730	1651	1421	840	1467	1114	1330	1528	2170	1385	1779	1179
D430040D24Rik_ENSMUSG00000087589	86	95	84	33	50	44	82	95	150	62	87	54
Fam178b_ENSMUSG00000046337	2	4	4	9	3	0	5	3	10	0	10	5
Gm6428_ENSMUSG00000089906	10	25	14	28	20	11	11	24	25	34	51	25
Gm24133_ENSMUSG00000077939	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b_ENSMUSG00000061518	5083	4937	4803	4411	5030	4291	4544	4411	6141	5770	8903	4261
Actr1b_ENSMUSG00000037351	10757	10517	10505	7345	7675	6992	9441	9005	12839	9502	15466	7439
4933424G06Rik_ENSMUSG00000102416	7	14	9	15	8	4	14	15	14	11	14	8
Gm33533_ENSMUSG00000104237	7	10	3	0	1	0	6	13	4	1	4	0
Zap70_ENSMUSG00000026117	6	18	24	3	8	7	10	21	19	9	15	10
Gm18828_ENSMUSG00000097291	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131_ENSMUSG00000026116	6425	6427	6017	3144	4710	3402	6901	5889	8453	4469	6644	3742
Gm37506_ENSMUSG00000103016	0	0	0	0	1	3	0	0	0	0	0	3
Gm38115_ENSMUSG00000102930	0	0	0	0	0	0	0	1	0	0	0	0
F830112A20Rik_ENSMUSG00000103159	0	0	0	0	0	0	2	0	0	2	0	0
Rpl12-ps1_ENSMUSG00000080054	154	173	128	191	245	188	131	140	206	204	354	183
n-R5s210_ENSMUSG00000095944	0	0	0	0	0	0	0	0	0	0	0	0
Vwa3b_ENSMUSG00000050122	54	49	72	50	38	41	59	55	72	44	104	39
Gm37020_ENSMUSG00000103603	1	0	0	0	0	0	3	1	4	0	0	0
Cnga3_ENSMUSG00000026114	17	15	12	12	14	9	8	19	21	22	25	15
1700074A21Rik_ENSMUSG00000102231	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a_ENSMUSG00000026113	4942	6077	5316	2384	1751	2046	6050	5018	7438	3895	7705	3995
4930439A04Rik_ENSMUSG00000086064	0	0	0	0	0	0	0	0	2	0	0	0
Gm37135_ENSMUSG00000102879	0	0	0	0	0	0	0	0	0	0	0	0
Coa5_ENSMUSG00000026112	3451	3479	3511	3007	3869	2848	3723	3073	4627	4386	6855	3548
Unc50_ENSMUSG00000026111	1740	2024	1984	686	870	686	2155	1651	2633	1005	1517	885
Mgat4a_ENSMUSG00000026110	877	809	872	659	2237	827	1018	799	1289	1104	1221	908
4930594C11Rik_ENSMUSG00000103948	1	1	6	1	9	1	7	4	7	5	6	2
Gm43213_ENSMUSG00000087233	0	0	0	0	0	1	0	0	0	1	0	0
2010300C02Rik_ENSMUSG00000026090	936	973	867	732	583	671	1332	1012	1469	1115	1884	1076
4930556I23Rik_ENSMUSG00000089767	0	0	1	1	0	0	1	1	5	0	0	0
4930470B04Rik_ENSMUSG00000104365	0	0	0	0	0	0	0	0	0	0	0	0
Gm19863_ENSMUSG00000102650	0	0	2	1	2	0	1	0	1	0	0	2
Tsga10_ENSMUSG00000060771	247	267	251	147	111	137	214	188	286	211	362	211
Gm26805_ENSMUSG00000097268	14	19	11	5	1	4	7	14	6	8	24	9
Lipt1_ENSMUSG00000037216	148	207	159	68	80	65	161	128	228	92	189	102
Mitd1_ENSMUSG00000026088	474	463	462	503	710	473	410	430	526	805	1413	737
Mrpl30_ENSMUSG00000026087	1170	1282	1273	1997	1735	1872	1254	1219	1702	2403	4345	1831
Lyg2_ENSMUSG00000061584	0	0	0	0	0	0	0	0	0	0	0	0
Gm15457_ENSMUSG00000087374	0	0	0	0	1	0	0	2	0	0	0	2
Lyg1_ENSMUSG00000026085	0	0	0	0	0	1	0	0	0	0	0	0
Gm23409_ENSMUSG00000089141	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9_ENSMUSG00000058407	2157	2086	2276	2049	2513	2080	2241	1902	2987	2968	4305	2314
Eif5b_ENSMUSG00000026083	7104	6747	7126	8638	9472	8851	6747	6294	8691	12333	18703	8877
Rev1_ENSMUSG00000026082	1150	1152	1041	944	1049	997	1157	1024	1490	1169	2262	1100
Gm37062_ENSMUSG00000103804	4	6	2	2	5	4	5	7	6	3	21	4
Gm5099_ENSMUSG00000102716	0	0	0	0	0	0	3	0	0	0	0	0
Aff3_ENSMUSG00000037138	102	116	75	86	208	113	81	93	131	215	158	138
Gm16150_ENSMUSG00000085391	0	1	1	0	0	0	5	2	1	1	0	0
Gm16151_ENSMUSG00000085280	0	0	0	0	0	0	0	0	0	0	0	0
Gm16152_ENSMUSG00000087131	9	10	12	10	5	4	4	10	7	5	3	3
Gm34727_ENSMUSG00000102984	0	0	0	0	0	0	0	0	0	0	0	0
Gm38135_ENSMUSG00000102541	0	0	0	0	0	0	0	0	0	0	0	0
2610300A13Rik_ENSMUSG00000103531	0	0	0	0	0	0	0	0	0	0	0	0
Lonrf2_ENSMUSG00000048814	569	640	608	96	80	91	738	633	795	125	219	110
Chst10_ENSMUSG00000026080	309	363	337	44	42	28	312	268	382	53	120	52
Gm37707_ENSMUSG00000103647	0	0	0	0	0	0	0	1	0	0	0	0
Gm6621_ENSMUSG00000102447	0	0	0	0	0	0	0	0	0	0	1	0
Nms_ENSMUSG00000067604	0	0	1	0	0	0	0	0	0	0	0	0
Pdcl3_ENSMUSG00000026078	1657	1485	1480	1307	1978	1621	1556	1342	1895	2159	2790	1631
Gm37309_ENSMUSG00000103046	53	53	38	31	44	55	34	52	38	62	134	64
Gm37821_ENSMUSG00000104188	0	0	0	0	0	0	0	0	0	1	2	0
Gm37091_ENSMUSG00000103182	0	0	0	0	0	0	0	0	0	0	0	0
Mir6349_ENSMUSG00000098833	0	0	0	0	0	0	0	0	0	0	0	0
Npas2_ENSMUSG00000026077	683	692	599	707	592	666	480	432	512	810	1674	838
Gm20428_ENSMUSG00000092553	0	0	0	0	0	0	0	0	0	0	0	0
Gm3617_ENSMUSG00000092563	3	4	6	4	14	8	5	6	16	18	31	9
Rpl31_ENSMUSG00000073702	11439	11581	11715	14120	17345	13717	11497	10389	14481	19320	29172	13427
Tbc1d8_ENSMUSG00000003134	1756	1859	1827	1277	917	1139	1802	1608	2150	1734	3728	1683
Gm37265_ENSMUSG00000102607	0	0	0	0	0	0	0	1	0	0	0	0
Gm24826_ENSMUSG00000065629	0	0	0	0	0	0	0	0	0	0	0	0
Gm24826_ENSMUSG00000104827	0	0	0	0	0	0	0	0	0	0	0	0
Cnot11_ENSMUSG00000003135	1927	1820	1785	978	1256	998	1883	1679	2400	1403	2032	1072
Gm15832_ENSMUSG00000085894	18	35	29	15	49	18	17	33	32	22	34	35
Snord89_ENSMUSG00000077704	2	6	3	3	0	3	2	4	5	3	2	2
Rnf149_ENSMUSG00000048234	1822	1723	1765	1719	3982	1872	1610	1419	2260	2890	2940	1986
Gm23722_ENSMUSG00000064936	0	3	0	0	2	1	0	1	2	0	5	0
Gm5100_ENSMUSG00000102471	0	0	0	0	0	0	0	0	0	0	0	1
Creg2_ENSMUSG00000050967	141	159	127	36	63	39	147	139	197	83	69	69
D930019O06Rik_ENSMUSG00000097083	17	32	21	8	6	3	22	17	32	13	5	3
Rfx8_ENSMUSG00000057173	26	24	16	9	16	12	13	18	16	17	21	11
Gm3646_ENSMUSG00000091937	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik_ENSMUSG00000101634	0	0	0	0	0	0	0	0	0	0	2	0
Map4k4_ENSMUSG00000026074	12206	11066	10288	7283	13354	8445	10209	9950	14949	11181	13426	8246
4930456G14Rik_ENSMUSG00000102985	2	1	1	0	0	0	5	2	2	1	3	0
Il1r2_ENSMUSG00000026073	55	49	46	104	103	84	34	40	59	149	171	69
Gm16894_ENSMUSG00000097899	20	13	12	3	1	2	17	20	22	6	6	5
Gm37347_ENSMUSG00000102975	0	0	0	0	0	0	0	1	0	1	1	0
Il1r1_ENSMUSG00000026072	27397	31011	28846	5008	4172	4109	35917	26863	35873	5558	11303	5707
Gm38070_ENSMUSG00000103560	46140	34092	31599	3029	2029	3083	16833	19342	25001	2466	4006	1864
Il1rl2_ENSMUSG00000070942	248	249	241	205	694	232	183	172	318	411	312	246
Gm17970_ENSMUSG00000103230	0	3	0	0	3	1	1	4	0	1	0	1
Il1rl1_ENSMUSG00000026069	38	61	56	96	446	156	54	58	81	198	105	141
Il18r1_ENSMUSG00000026070	201	234	208	510	952	588	47	47	108	439	746	413
Il18rap_ENSMUSG00000026068	35	29	29	212	734	265	17	13	39	358	278	261
Gm35801_ENSMUSG00000104441	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a4_ENSMUSG00000026065	4	0	6	11	13	14	0	2	4	12	14	14
Gm37435_ENSMUSG00000102676	2	2	0	1	0	0	1	0	0	0	0	0
Slc9a2_ENSMUSG00000026062	39	41	35	46	135	64	35	33	51	62	47	62
Gm37623_ENSMUSG00000103679	0	0	0	0	0	0	0	0	0	0	0	0
Gm37915_ENSMUSG00000103270	2	0	1	1	0	0	2	1	1	0	0	1
Mfsd9_ENSMUSG00000041945	142	196	194	70	157	112	222	203	266	104	145	113
Tmem182_ENSMUSG00000079588	14	21	10	7	12	11	6	16	26	10	13	9
Gm5973_ENSMUSG00000094136	0	0	0	0	0	0	0	0	0	0	0	0
4930448I06Rik_ENSMUSG00000104072	0	0	0	0	0	0	0	0	0	0	0	0
Gm28634_ENSMUSG00000100185	0	0	0	0	0	0	0	0	0	0	0	0
Gm29260_ENSMUSG00000100832	2	0	0	0	0	0	0	0	0	0	0	0
Gm5267_ENSMUSG00000100178	0	0	0	0	0	0	0	0	0	0	0	0
Gm8176_ENSMUSG00000101877	0	0	0	0	0	0	0	0	0	0	0	0
Gm9915_ENSMUSG00000053640	0	0	0	0	0	0	0	0	0	0	0	0
Gm29664_ENSMUSG00000101919	0	0	0	0	0	0	0	0	0	0	0	0
Gm28175_ENSMUSG00000101299	0	0	0	0	0	0	0	0	0	0	0	0
